user_id,cluster,segment
100980,2,Moderate Engagement
100981,0,High Engagement
100982,1,Low Engagement / At-Risk
100983,2,Moderate Engagement
100984,3,Occasional / Content-Light
100985,2,Moderate Engagement
100986,1,Low Engagement / At-Risk
100987,1,Low Engagement / At-Risk
100988,0,High Engagement
100989,3,Occasional / Content-Light
100990,0,High Engagement
100991,1,Low Engagement / At-Risk
100992,2,Moderate Engagement
100993,0,High Engagement
100994,0,High Engagement
100995,0,High Engagement
100996,3,Occasional / Content-Light
100997,1,Low Engagement / At-Risk
100998,1,Low Engagement / At-Risk
100999,1,Low Engagement / At-Risk
101000,2,Moderate Engagement
101001,0,High Engagement
101002,1,Low Engagement / At-Risk
101003,1,Low Engagement / At-Risk
101004,1,Low Engagement / At-Risk
101005,0,High Engagement
101006,0,High Engagement
101007,2,Moderate Engagement
101008,3,Occasional / Content-Light
101009,0,High Engagement
101010,1,Low Engagement / At-Risk
101011,2,Moderate Engagement
101012,0,High Engagement
101013,3,Occasional / Content-Light
101014,2,Moderate Engagement
101015,0,High Engagement
101016,2,Moderate Engagement
101017,2,Moderate Engagement
101018,1,Low Engagement / At-Risk
101019,2,Moderate Engagement
101020,0,High Engagement
101021,2,Moderate Engagement
101022,1,Low Engagement / At-Risk
101023,0,High Engagement
101024,3,Occasional / Content-Light
101025,0,High Engagement
101026,2,Moderate Engagement
101027,3,Occasional / Content-Light
101028,0,High Engagement
101029,1,Low Engagement / At-Risk
101030,1,Low Engagement / At-Risk
101031,0,High Engagement
101032,2,Moderate Engagement
101033,0,High Engagement
101034,0,High Engagement
101035,1,Low Engagement / At-Risk
101036,0,High Engagement
101037,2,Moderate Engagement
101038,0,High Engagement
101039,0,High Engagement
101040,0,High Engagement
101041,0,High Engagement
101042,0,High Engagement
101043,1,Low Engagement / At-Risk
101044,0,High Engagement
101045,2,Moderate Engagement
101046,3,Occasional / Content-Light
101047,0,High Engagement
101048,2,Moderate Engagement
101049,0,High Engagement
101050,0,High Engagement
101051,3,Occasional / Content-Light
101052,0,High Engagement
101053,1,Low Engagement / At-Risk
101054,2,Moderate Engagement
101055,2,Moderate Engagement
101056,1,Low Engagement / At-Risk
101057,2,Moderate Engagement
101058,2,Moderate Engagement
101059,3,Occasional / Content-Light
101060,3,Occasional / Content-Light
101061,2,Moderate Engagement
101062,0,High Engagement
101063,0,High Engagement
101064,0,High Engagement
101065,3,Occasional / Content-Light
101066,0,High Engagement
101067,0,High Engagement
101068,0,High Engagement
101069,0,High Engagement
101070,2,Moderate Engagement
101071,0,High Engagement
101072,0,High Engagement
101073,0,High Engagement
101074,3,Occasional / Content-Light
101075,3,Occasional / Content-Light
101076,0,High Engagement
101077,3,Occasional / Content-Light
101078,1,Low Engagement / At-Risk
101079,0,High Engagement
101080,2,Moderate Engagement
101081,3,Occasional / Content-Light
101082,0,High Engagement
101083,0,High Engagement
101084,2,Moderate Engagement
101085,3,Occasional / Content-Light
101086,3,Occasional / Content-Light
101087,1,Low Engagement / At-Risk
101088,2,Moderate Engagement
101089,2,Moderate Engagement
101090,0,High Engagement
101091,1,Low Engagement / At-Risk
101092,0,High Engagement
101093,1,Low Engagement / At-Risk
101094,3,Occasional / Content-Light
101095,2,Moderate Engagement
101096,3,Occasional / Content-Light
101097,3,Occasional / Content-Light
101098,0,High Engagement
101099,2,Moderate Engagement
101100,0,High Engagement
101101,1,Low Engagement / At-Risk
101102,2,Moderate Engagement
101103,3,Occasional / Content-Light
101104,0,High Engagement
101105,3,Occasional / Content-Light
101106,3,Occasional / Content-Light
101107,3,Occasional / Content-Light
101108,0,High Engagement
101109,0,High Engagement
101110,3,Occasional / Content-Light
101111,2,Moderate Engagement
101112,3,Occasional / Content-Light
101113,2,Moderate Engagement
101114,0,High Engagement
101115,0,High Engagement
101116,1,Low Engagement / At-Risk
101117,2,Moderate Engagement
101118,2,Moderate Engagement
101119,0,High Engagement
101120,0,High Engagement
101121,3,Occasional / Content-Light
101122,1,Low Engagement / At-Risk
101123,1,Low Engagement / At-Risk
101124,0,High Engagement
101125,0,High Engagement
101126,1,Low Engagement / At-Risk
101127,1,Low Engagement / At-Risk
101128,0,High Engagement
101129,3,Occasional / Content-Light
101130,1,Low Engagement / At-Risk
101131,3,Occasional / Content-Light
101132,0,High Engagement
101133,0,High Engagement
101134,3,Occasional / Content-Light
101135,3,Occasional / Content-Light
101136,3,Occasional / Content-Light
101137,0,High Engagement
101138,3,Occasional / Content-Light
101139,0,High Engagement
101140,3,Occasional / Content-Light
101141,2,Moderate Engagement
101142,3,Occasional / Content-Light
101143,2,Moderate Engagement
101144,2,Moderate Engagement
101145,0,High Engagement
101146,1,Low Engagement / At-Risk
101147,0,High Engagement
101148,3,Occasional / Content-Light
101149,3,Occasional / Content-Light
101150,3,Occasional / Content-Light
101151,1,Low Engagement / At-Risk
101152,2,Moderate Engagement
101153,0,High Engagement
101154,0,High Engagement
101155,0,High Engagement
101156,3,Occasional / Content-Light
101157,0,High Engagement
101158,3,Occasional / Content-Light
101159,0,High Engagement
101160,1,Low Engagement / At-Risk
101161,0,High Engagement
101162,0,High Engagement
101163,1,Low Engagement / At-Risk
101164,0,High Engagement
101165,0,High Engagement
101166,2,Moderate Engagement
101167,2,Moderate Engagement
101168,2,Moderate Engagement
101169,0,High Engagement
101170,0,High Engagement
101171,3,Occasional / Content-Light
101172,0,High Engagement
101173,3,Occasional / Content-Light
101174,0,High Engagement
101175,0,High Engagement
101176,2,Moderate Engagement
101177,1,Low Engagement / At-Risk
101178,3,Occasional / Content-Light
101179,2,Moderate Engagement
101180,1,Low Engagement / At-Risk
101181,3,Occasional / Content-Light
101182,3,Occasional / Content-Light
101183,1,Low Engagement / At-Risk
101184,2,Moderate Engagement
101185,0,High Engagement
101186,3,Occasional / Content-Light
101187,3,Occasional / Content-Light
101188,3,Occasional / Content-Light
101189,2,Moderate Engagement
101190,3,Occasional / Content-Light
101191,1,Low Engagement / At-Risk
101192,1,Low Engagement / At-Risk
101193,0,High Engagement
101194,2,Moderate Engagement
101195,1,Low Engagement / At-Risk
101196,0,High Engagement
101197,3,Occasional / Content-Light
101198,3,Occasional / Content-Light
101199,2,Moderate Engagement
101200,2,Moderate Engagement
101201,1,Low Engagement / At-Risk
101202,1,Low Engagement / At-Risk
101203,0,High Engagement
101204,0,High Engagement
101205,0,High Engagement
101206,3,Occasional / Content-Light
101207,0,High Engagement
101208,1,Low Engagement / At-Risk
101209,0,High Engagement
101210,0,High Engagement
101211,3,Occasional / Content-Light
101212,0,High Engagement
101213,1,Low Engagement / At-Risk
101214,1,Low Engagement / At-Risk
101215,0,High Engagement
101216,0,High Engagement
101217,1,Low Engagement / At-Risk
101218,0,High Engagement
101219,3,Occasional / Content-Light
101220,1,Low Engagement / At-Risk
101221,1,Low Engagement / At-Risk
101222,1,Low Engagement / At-Risk
101223,1,Low Engagement / At-Risk
101224,2,Moderate Engagement
101225,1,Low Engagement / At-Risk
101226,0,High Engagement
101227,0,High Engagement
101228,0,High Engagement
101229,1,Low Engagement / At-Risk
101230,1,Low Engagement / At-Risk
101231,1,Low Engagement / At-Risk
101232,0,High Engagement
101233,2,Moderate Engagement
101234,2,Moderate Engagement
101235,1,Low Engagement / At-Risk
101236,0,High Engagement
101237,3,Occasional / Content-Light
101238,0,High Engagement
101239,0,High Engagement
101240,1,Low Engagement / At-Risk
101241,2,Moderate Engagement
101242,2,Moderate Engagement
101243,3,Occasional / Content-Light
101244,1,Low Engagement / At-Risk
101245,1,Low Engagement / At-Risk
101246,3,Occasional / Content-Light
101247,0,High Engagement
101248,1,Low Engagement / At-Risk
101249,1,Low Engagement / At-Risk
101250,0,High Engagement
101251,1,Low Engagement / At-Risk
101252,1,Low Engagement / At-Risk
101253,0,High Engagement
101254,1,Low Engagement / At-Risk
101255,1,Low Engagement / At-Risk
101256,3,Occasional / Content-Light
101257,0,High Engagement
101258,1,Low Engagement / At-Risk
101259,2,Moderate Engagement
101260,0,High Engagement
101261,0,High Engagement
101262,3,Occasional / Content-Light
101263,0,High Engagement
101264,0,High Engagement
101265,3,Occasional / Content-Light
101266,3,Occasional / Content-Light
101267,2,Moderate Engagement
101268,0,High Engagement
101269,0,High Engagement
101270,1,Low Engagement / At-Risk
101271,2,Moderate Engagement
101272,0,High Engagement
101273,0,High Engagement
101274,0,High Engagement
101275,0,High Engagement
101276,1,Low Engagement / At-Risk
101277,0,High Engagement
101278,2,Moderate Engagement
101279,3,Occasional / Content-Light
101280,2,Moderate Engagement
101281,1,Low Engagement / At-Risk
101282,3,Occasional / Content-Light
101283,1,Low Engagement / At-Risk
101284,1,Low Engagement / At-Risk
101285,1,Low Engagement / At-Risk
101286,1,Low Engagement / At-Risk
101287,3,Occasional / Content-Light
101288,1,Low Engagement / At-Risk
101289,2,Moderate Engagement
101290,1,Low Engagement / At-Risk
101291,2,Moderate Engagement
101292,1,Low Engagement / At-Risk
101293,3,Occasional / Content-Light
101294,3,Occasional / Content-Light
101295,1,Low Engagement / At-Risk
101296,0,High Engagement
101297,1,Low Engagement / At-Risk
101298,1,Low Engagement / At-Risk
101299,0,High Engagement
101300,2,Moderate Engagement
101301,3,Occasional / Content-Light
101302,1,Low Engagement / At-Risk
101303,1,Low Engagement / At-Risk
101304,0,High Engagement
101305,3,Occasional / Content-Light
101306,2,Moderate Engagement
101307,3,Occasional / Content-Light
101308,0,High Engagement
101309,1,Low Engagement / At-Risk
101310,0,High Engagement
101311,0,High Engagement
101312,0,High Engagement
101313,0,High Engagement
101314,0,High Engagement
101315,2,Moderate Engagement
101316,3,Occasional / Content-Light
101317,0,High Engagement
101318,0,High Engagement
101319,3,Occasional / Content-Light
101320,2,Moderate Engagement
101321,0,High Engagement
101322,0,High Engagement
101323,0,High Engagement
101324,0,High Engagement
101325,1,Low Engagement / At-Risk
101326,2,Moderate Engagement
101327,2,Moderate Engagement
101328,1,Low Engagement / At-Risk
101329,0,High Engagement
101330,0,High Engagement
101331,3,Occasional / Content-Light
101332,1,Low Engagement / At-Risk
101333,0,High Engagement
101334,3,Occasional / Content-Light
101335,1,Low Engagement / At-Risk
101336,0,High Engagement
101337,3,Occasional / Content-Light
101338,3,Occasional / Content-Light
101339,2,Moderate Engagement
101340,2,Moderate Engagement
101341,3,Occasional / Content-Light
101342,1,Low Engagement / At-Risk
101343,1,Low Engagement / At-Risk
101344,0,High Engagement
101345,2,Moderate Engagement
101346,0,High Engagement
101347,2,Moderate Engagement
101348,0,High Engagement
101349,0,High Engagement
101350,0,High Engagement
101351,0,High Engagement
101352,3,Occasional / Content-Light
101353,1,Low Engagement / At-Risk
101354,2,Moderate Engagement
101355,0,High Engagement
101356,1,Low Engagement / At-Risk
101357,0,High Engagement
101358,1,Low Engagement / At-Risk
101359,2,Moderate Engagement
101360,0,High Engagement
101361,1,Low Engagement / At-Risk
101362,0,High Engagement
101363,0,High Engagement
101364,0,High Engagement
101365,1,Low Engagement / At-Risk
101366,0,High Engagement
101367,3,Occasional / Content-Light
101368,3,Occasional / Content-Light
101369,2,Moderate Engagement
101370,0,High Engagement
101371,2,Moderate Engagement
101372,3,Occasional / Content-Light
101373,3,Occasional / Content-Light
101374,3,Occasional / Content-Light
101375,1,Low Engagement / At-Risk
101376,0,High Engagement
101377,1,Low Engagement / At-Risk
101378,2,Moderate Engagement
101379,2,Moderate Engagement
101380,0,High Engagement
101381,3,Occasional / Content-Light
101382,3,Occasional / Content-Light
101383,0,High Engagement
101384,0,High Engagement
101385,3,Occasional / Content-Light
101386,1,Low Engagement / At-Risk
101387,3,Occasional / Content-Light
101388,2,Moderate Engagement
101389,2,Moderate Engagement
101390,0,High Engagement
101391,2,Moderate Engagement
101392,2,Moderate Engagement
101393,2,Moderate Engagement
101394,0,High Engagement
101395,1,Low Engagement / At-Risk
101396,0,High Engagement
101397,3,Occasional / Content-Light
101398,3,Occasional / Content-Light
101399,1,Low Engagement / At-Risk
101400,0,High Engagement
101401,0,High Engagement
101402,0,High Engagement
101403,3,Occasional / Content-Light
101404,2,Moderate Engagement
101405,1,Low Engagement / At-Risk
101406,0,High Engagement
101407,0,High Engagement
101408,1,Low Engagement / At-Risk
101409,1,Low Engagement / At-Risk
101410,3,Occasional / Content-Light
101411,0,High Engagement
101412,2,Moderate Engagement
101413,0,High Engagement
101414,3,Occasional / Content-Light
101415,1,Low Engagement / At-Risk
101416,0,High Engagement
101417,3,Occasional / Content-Light
101418,1,Low Engagement / At-Risk
101419,1,Low Engagement / At-Risk
101420,2,Moderate Engagement
101421,1,Low Engagement / At-Risk
101422,1,Low Engagement / At-Risk
101423,0,High Engagement
101424,1,Low Engagement / At-Risk
101425,3,Occasional / Content-Light
101426,2,Moderate Engagement
101427,3,Occasional / Content-Light
101428,3,Occasional / Content-Light
101429,1,Low Engagement / At-Risk
101430,3,Occasional / Content-Light
101431,2,Moderate Engagement
101432,3,Occasional / Content-Light
101433,2,Moderate Engagement
101434,1,Low Engagement / At-Risk
101435,0,High Engagement
101436,3,Occasional / Content-Light
101437,0,High Engagement
101438,1,Low Engagement / At-Risk
101439,1,Low Engagement / At-Risk
101440,2,Moderate Engagement
101441,2,Moderate Engagement
101442,1,Low Engagement / At-Risk
101443,0,High Engagement
101444,3,Occasional / Content-Light
101445,1,Low Engagement / At-Risk
101446,1,Low Engagement / At-Risk
101447,1,Low Engagement / At-Risk
101448,3,Occasional / Content-Light
101449,2,Moderate Engagement
101450,2,Moderate Engagement
101451,0,High Engagement
101452,0,High Engagement
101453,2,Moderate Engagement
101454,0,High Engagement
101455,1,Low Engagement / At-Risk
101456,1,Low Engagement / At-Risk
101457,0,High Engagement
101458,0,High Engagement
101459,0,High Engagement
101460,2,Moderate Engagement
101461,0,High Engagement
101462,3,Occasional / Content-Light
101463,2,Moderate Engagement
101464,3,Occasional / Content-Light
101465,3,Occasional / Content-Light
101466,2,Moderate Engagement
101467,0,High Engagement
101468,3,Occasional / Content-Light
101469,3,Occasional / Content-Light
101470,3,Occasional / Content-Light
101471,3,Occasional / Content-Light
101472,0,High Engagement
101473,0,High Engagement
101474,2,Moderate Engagement
101475,2,Moderate Engagement
101476,0,High Engagement
101477,1,Low Engagement / At-Risk
101478,2,Moderate Engagement
101479,3,Occasional / Content-Light
101480,2,Moderate Engagement
101481,2,Moderate Engagement
101482,1,Low Engagement / At-Risk
101483,0,High Engagement
101484,0,High Engagement
101485,2,Moderate Engagement
101486,1,Low Engagement / At-Risk
101487,0,High Engagement
101488,3,Occasional / Content-Light
101489,3,Occasional / Content-Light
101490,1,Low Engagement / At-Risk
